# x   y
-2	-7
-2	-6
-2	-5
-2	-4
-2	-3
-2	-2
-2	-1
-2	0
-2	1
-2	2
-2	3
-2	4
-1	-7
-1	-6
-1	-5
-1	-4
-1	-3
-1	-2
-1	-1
-1	0
-1	1
-1	2
-1	3
-1	4
-1	5
-1	6
-1	7
-1	22
-1	23
-1	24
-1	25
-1	26
0	-7
0	-6
0	-5
0	-4
0	-3
0	-2
0	-1
0	0
0	1
0	2
0	3
0	4
0	5
0	6
0	7
0	8
0	9
0	10
0	11
0	12
0	13
0	14
0	15
0	16
0	17
0	18
0	19
0	20
0	21
0	22
0	23
0	24
0	25
0	26
1	-7
1	-6
1	-5
1	-4
1	-3
1	-2
1	-1
1	0
1	1
1	2
1	3
1	4
1	5
1	6
1	7
1	8
1	9
1	10
1	11
1	12
1	13
1	14
1	15
1	16
1	17
1	18
1	19
1	20
1	21
1	22
1	23
1	24
1	25
1	26
2	-7
2	-6
2	-5
2	-4
2	-3
2	-2
2	-1
2	0
2	1
2	2
2	3
2	4
2	5
2	6
2	7
2	8
2	9
2	10
2	11
2	12
2	13
2	14
2	15
2	16
2	17
2	18
2	19
2	20
2	21
2	22
2	23
2	24
2	25
2	26
3	-7
3	-6
3	-5
3	-4
3	-3
3	-2
3	-1
3	0
3	1
3	2
3	3
3	4
3	5
3	6
3	7
3	8
3	9
3	10
3	11
3	12
3	13
3	14
3	15
3	16
3	17
3	18
3	19
3	20
3	21
3	22
4	-7
4	-6
4	-5
4	-4
4	-3
4	-2
4	-1
4	0
4	1
4	2
4	3
4	4
4	5
4	6
4	7
4	8
4	9
4	10
4	11
4	12
4	13
4	14
4	15
4	16
4	17
4	18
4	19
4	20
4	21
4	22
4	23
5	-8
5	-7
5	-6
5	-5
5	-4
5	-3
5	-2
5	-1
5	0
5	1
5	2
5	3
5	4
5	5
5	6
5	7
5	8
5	9
5	10
5	11
5	12
5	13
5	14
5	15
5	16
5	17
5	18
5	19
5	20
5	21
5	22
5	23
6	-8
6	-7
6	-6
6	-5
6	-4
6	-3
6	-2
6	-1
6	0
6	1
6	2
6	3
6	4
6	5
6	6
6	7
6	8
6	9
6	10
6	11
6	12
6	13
6	14
6	15
6	16
6	17
6	18
6	19
6	20
6	21
6	22
6	23
7	-8
7	-7
7	-6
7	-5
7	-4
7	-3
7	-2
7	-1
7	0
7	1
7	2
7	3
7	4
7	5
7	6
7	7
7	8
7	9
7	10
7	11
7	12
7	13
7	14
7	15
7	16
7	17
7	18
7	19
7	20
7	21
7	22
7	23
8	-8
8	-7
8	-6
8	-5
8	-4
8	-3
8	-2
8	-1
8	0
8	1
8	2
8	3
8	4
8	5
8	6
8	7
8	8
8	9
8	10
8	11
8	12
8	13
8	14
8	15
8	16
8	17
8	18
8	19
8	20
8	21
8	22
8	23
9	-8
9	-7
9	-6
9	-5
9	-4
9	-3
9	-2
9	-1
9	0
9	1
9	2
9	3
9	4
9	5
9	6
9	7
9	8
9	9
9	10
9	11
9	12
9	13
9	14
9	15
9	16
9	17
9	18
9	19
9	20
9	21
9	22
9	23
10	-8
10	-7
10	-6
10	-5
10	-4
10	-3
10	-2
10	-1
10	0
10	1
10	2
10	3
10	4
10	18
10	19
10	20
10	21
10	22
11	-8
11	-7
11	-6
11	-5
11	-4
11	-3
11	-2
11	-1
11	0
11	1
11	2
11	3
11	4
11	18
11	19
11	20
11	21
11	22
12	-8
12	-7
12	-6
12	-5
12	-4
12	-3
12	-2
12	-1
12	0
12	1
12	2
12	3
12	4
12	5
12	6
12	7
12	8
12	9
12	10
12	11
12	12
12	13
12	14
12	15
12	16
12	17
12	18
12	19
12	20
12	21
12	22
13	-8
13	-7
13	-6
13	-5
13	-4
13	-3
13	-2
13	-1
13	0
13	1
13	2
13	3
13	4
13	5
13	6
13	7
13	8
13	9
13	10
13	11
13	12
13	13
13	14
13	15
13	16
13	17
13	18
13	19
13	20
14	-15
14	-14
14	-13
14	-12
14	-11
14	-10
14	-9
14	-8
14	-7
14	-6
14	-5
14	-4
14	-3
14	-2
14	-1
14	0
14	1
14	2
14	3
14	4
14	5
14	6
14	7
14	8
14	9
14	10
14	11
14	12
14	13
14	14
14	15
14	16
14	17
14	18
14	19
14	20
15	-15
15	-14
15	-13
15	-12
15	-11
15	-10
15	-9
15	-8
15	-7
15	-6
15	-5
15	-4
15	-3
15	-2
15	-1
15	0
15	1
15	2
15	3
15	4
15	5
15	6
15	7
15	8
15	9
15	10
15	11
15	12
15	13
15	14
15	15
15	16
15	17
15	18
15	19
15	20
16	-15
16	-14
16	-13
16	-12
16	-11
16	-10
16	-9
16	-8
16	-7
16	-6
16	-5
16	-4
16	-3
16	-2
16	-1
16	0
16	1
16	2
16	3
16	4
16	5
16	6
16	7
16	8
16	9
16	10
16	11
16	12
16	13
16	14
16	15
16	16
16	17
16	18
16	19
16	20
17	-15
17	-14
17	-13
17	-12
17	-11
17	-10
17	-9
17	-8
17	-7
17	-6
17	-5
17	-4
17	-3
17	-2
17	-1
17	0
17	1
17	2
17	3
17	4
17	5
17	6
17	7
17	8
17	9
17	10
17	11
17	12
17	13
17	14
18	-15
18	-14
18	-13
18	-12
18	-11
18	-10
18	-9
18	-8
18	-7
18	-6
18	-5
18	-4
18	-3
18	-2
18	-1
18	0
18	1
18	2
18	3
18	4
18	5
18	6
18	7
18	8
18	9
18	10
18	11
18	12
18	13
18	14
19	-15
19	-14
19	-13
19	-12
19	-11
19	-10
19	-9
19	-8
19	-7
19	-6
19	-5
19	-4
19	-3
19	-2
19	-1
19	0
19	1
19	2
19	3
19	7
19	8
19	9
19	10
19	11
19	12
19	13
19	14
20	-12
20	-11
20	-10
20	-9
20	-8
20	-7
20	-6
20	-5
20	-4
20	-3
20	-2
20	-1
20	0
20	1
20	2
20	7
20	8
20	9
20	10
20	11
20	12
20	13
20	14
21	7
21	8
21	9
21	10
21	11
21	12
21	13
21	14
22	7
22	8
22	9
22	10
22	11
22	12
22	13
22	14
23	7
23	8
23	9
23	10
23	11
23	12
23	13
23	14
24	7
24	8
24	9
24	10
24	11
24	12
24	13
24	14
25	7
25	8
25	9
25	10
25	11
25	12
25	13
25	14
26	7
26	8
26	9
26	10
26	11
26	12
26	13
26	14
27	6
27	7
27	8
27	9
27	10
27	11
27	12
27	13
27	14
27	15
27	16
27	17
27	18
28	6
28	7
28	8
28	9
28	10
28	11
28	12
28	13
28	14
28	15
28	16
28	17
28	18
29	6
29	7
29	8
29	9
29	10
29	11
29	12
29	13
29	14
29	15
29	16
29	17
29	18
30	6
30	7
30	8
30	9
30	10
30	11
30	12
30	13
30	14
30	15
30	16
30	17
30	18
31	-5
31	-4
31	-3
31	-2
31	-1
31	0
31	1
31	2
31	3
31	4
31	5
31	6
31	7
31	8
31	9
31	10
31	11
31	12
31	13
31	14
31	15
31	16
31	17
31	18
32	-5
32	-4
32	-3
32	-2
32	-1
32	0
32	1
32	2
32	3
32	4
32	5
32	6
32	7
32	8
32	9
32	10
32	11
32	12
32	13
32	14
32	15
32	16
32	17
32	18
33	-5
33	-4
33	-3
33	-2
33	-1
33	0
33	1
33	2
33	3
33	4
33	5
33	6
33	7
33	8
33	9
33	10
33	11
33	12
33	13
33	14
33	15
33	16
33	17
33	18
34	-5
34	-4
34	-3
34	-2
34	-1
34	0
34	1
34	2
34	3
34	4
34	5
34	6
34	7
34	8
34	9
34	10
34	11
34	12
34	13
34	14
34	15
34	16
34	17
34	18
35	-5
35	-4
35	-3
35	-2
35	-1
35	0
35	1
35	2
35	3
35	4
35	5
35	6
35	7
35	8
35	9
35	10
35	11
35	12
35	13
35	14
35	15
35	16
35	17
35	18
36	-5
36	-4
36	-3
36	-2
36	-1
36	0
36	1
36	2
36	3
36	4
36	5
36	6
36	7
36	8
36	9
36	10
36	11
36	12
36	13
36	14
36	15
36	16
36	17
36	18
37	-5
37	-4
37	-3
37	-2
37	-1
37	0
37	1
37	2
37	3
37	4
37	5
37	6
37	7
37	8
37	9
37	10
37	11
37	12
37	13
37	14
37	15
37	16
37	17
37	18
38	-5
38	-4
38	-3
38	-2
38	-1
38	0
38	1
38	2
38	3
38	4
38	5
38	6
38	7
38	8
38	9
39	-5
39	-4
39	-3
39	-2
39	-1
39	0
39	1
39	2
39	3
39	4
39	5
39	6
39	7
39	8
39	9
40	-5
40	-4
40	-3
40	-2
40	-1
40	0
40	1
40	2
40	3
40	4
40	5
40	6
40	7
40	8
40	9
41	-5
41	-4
41	-3
41	-2
41	-1
41	0
41	1
41	2
41	3
41	4
41	5
41	6
41	7
41	8
41	9
42	-5
42	-4
42	-3
42	-2
42	-1
42	0
42	1
42	2
42	3
42	4
42	5
42	6
42	7
42	8
42	9
43	7
43	8
43	9
44	7
44	8
44	9
44	10
44	11
44	12
44	13
45	7
45	8
45	9
45	10
45	11
45	12
45	13
46	7
46	8
46	9
46	10
46	11
46	12
46	13
46	14
46	15
47	7
47	8
47	9
47	10
47	11
47	12
47	13
47	14
47	15
48	7
48	8
48	9
48	10
48	11
48	12
48	13
48	14
48	15
49	7
49	8
49	9
49	10
49	11
49	12
49	13
49	14
49	15
50	7
50	8
50	9
51	7
51	8
51	9
52	7
52	8
52	9
53	7
53	8
53	9
54	7
54	8
54	9
55	7
55	8
55	9
56	7
56	8
56	9
57	7
57	8
57	9
