# x   y
-37	-1
-36	-4
-36	-3
-36	-2
-36	-1
-36	0
-35	-4
-35	-3
-35	-2
-35	-1
-35	0
-34	-4
-34	-3
-34	-2
-34	-1
-34	0
-33	-4
-33	-3
-33	-2
-33	-1
-33	0
-32	-4
-32	-3
-32	-2
-32	-1
-32	0
-31	-4
-31	-3
-31	-2
-31	-1
-31	0
-30	-1
-29	-1
-28	-1
-27	-1
-26	-1
-25	-1
-24	-1
-23	-1
-22	-1
-21	-1
-20	-1
-19	-1
-18	-1
-17	-8
-17	-1
-17	0
-17	1
-17	2
-17	3
-16	-8
-16	-1
-16	0
-16	1
-16	2
-16	3
-15	-8
-15	-5
-15	-4
-15	-3
-15	-2
-15	-1
-15	0
-15	1
-15	2
-15	3
-15	4
-15	5
-14	-8
-14	-5
-14	-4
-14	-3
-14	-2
-14	-1
-14	0
-14	1
-14	2
-14	3
-14	4
-14	5
-13	-8
-13	-5
-13	-4
-13	-3
-13	-2
-13	-1
-13	0
-13	1
-13	2
-13	3
-13	4
-13	5
-13	6
-12	-11
-12	-10
-12	-9
-12	-8
-12	-7
-12	-6
-12	-5
-12	-4
-12	-3
-12	-2
-12	-1
-12	0
-12	1
-12	2
-12	3
-12	4
-12	5
-12	6
-11	-11
-11	-10
-11	-9
-11	-8
-11	-7
-11	-6
-11	-5
-11	-4
-11	-3
-11	-2
-11	-1
-11	0
-11	1
-11	2
-11	3
-11	4
-11	5
-11	6
-10	-11
-10	-10
-10	-9
-10	-8
-10	-7
-10	-6
-10	-3
-10	-2
-10	-1
-10	0
-10	1
-10	2
-10	3
-10	4
-10	5
-10	6
-9	-11
-9	-10
-9	-9
-9	-8
-9	-7
-9	-6
-9	-3
-9	-2
-9	-1
-9	0
-9	1
-9	2
-9	3
-9	4
-9	5
-9	6
-9	7
-9	8
-8	-11
-8	-10
-8	-9
-8	-8
-8	-7
-8	-6
-8	-3
-8	-2
-8	-1
-8	0
-8	1
-8	2
-8	3
-8	4
-8	5
-8	6
-8	7
-8	8
-7	-11
-7	-10
-7	-9
-7	-8
-7	-7
-7	-6
-7	-3
-7	-2
-7	-1
-7	0
-7	1
-7	2
-7	3
-7	4
-7	5
-7	6
-7	7
-7	8
-6	-11
-6	-10
-6	-9
-6	-8
-6	-7
-6	-6
-6	-5
-6	-4
-6	-3
-6	-2
-6	-1
-6	0
-6	1
-6	2
-6	3
-6	4
-6	5
-6	6
-6	7
-6	8
-5	-11
-5	-10
-5	-9
-5	-8
-5	-7
-5	-6
-5	-5
-5	-4
-5	-3
-5	-2
-5	-1
-5	0
-5	1
-5	2
-5	3
-5	5
-5	6
-5	7
-5	8
-4	-14
-4	-13
-4	-12
-4	-11
-4	-10
-4	-9
-4	-8
-4	-7
-4	-6
-4	-5
-4	-4
-4	-3
-4	-2
-4	-1
-4	0
-4	1
-4	2
-4	3
-3	-14
-3	-13
-3	-12
-3	-11
-3	-10
-3	-9
-3	-8
-3	-7
-3	-6
-3	-5
-3	-4
-3	-3
-3	-2
-3	-1
-3	0
-3	1
-3	2
-3	8
-3	9
-3	10
-3	11
-2	-14
-2	-13
-2	-12
-2	-11
-2	-10
-2	-9
-2	-8
-2	-7
-2	-6
-2	-5
-2	-4
-2	-3
-2	-2
-2	-1
-2	0
-2	1
-2	2
-2	8
-2	9
-2	10
-2	11
-1	-14
-1	-13
-1	-12
-1	-11
-1	-10
-1	-9
-1	-8
-1	-7
-1	-6
-1	-5
-1	-4
-1	-3
